,Place,Phrase,Form,Type,KeyLexemes;
12061,4,из кармана,из + Sgen,2,вынимать;
12062,1,человек,Snom,1,вынимать;
12063,4,из / кармана,из + Sgen,2,вынимать;
12065,3,Стёкла,Snom,1,вынимать;
12066,4,из шкафа,из + Sgen,2,вынимать;
12067,1,Татьяна,Snom,1,вынимать;
12068,3,шпильки,Sacc,3,вынимать;
12069,4,из / волос,из + Sgen,2,вынимать;
12070,3,гребень,Sacc,3,вынимать;
12071,4,из стопки,из + Sgen,2,вынимать;
12072,1,Димка,Snom,1,вынимать;
12073,3,пятак,Sacc,3,вынимать;
12074,1,Судья,Snom,1,вынимать;
12075,3,фотографию,Sacc,3,вынимать;
12076,4,из сумки,из + Sgen,2,вынимать;
12077,3,том,Sacc,3,вынимать;
12078,4,из толщи,из + Sgen,2,вынимать;
12079,3,ветку,Sacc,3,вынимать;
12080,4,из костра,из + Sgen,2,вынимать;
12082,3,предмет,Sacc,1,вынимать;
12083,4,из футляра,из + Sgen,2,вынимать;
12084,1,он,SPROnom,1,вынимать;
12086,3,карту,Sacc,1,вынимать;
12087,4,из папки,из + Sgen,2,вынимать;
12088,3,пол-литра,Sacc,3,вынимать;
12089,3,папку,Sacc,3,вынимать;
12090,4,оттуда,ADVPRO,2,вынимать;
12091,3,пистолет,Sacc,3,вынимать;
12092,4,из-за ремня,из-за + Sgen,2,вынимать;
12093,3,халат,Sacc,3,вынимать;
12094,4,из него,из + SPROgen,2,вынимать;
12095,3,плавки,Sacc,3,вынимать;
12096,1,Мальчик,Snom,1,вынимать;
12097,3,коробочку,Sacc,3,вынимать;
12098,3,напёрсток,Sacc,3,вынимать;
12099,1,Юра,Snom,1,вынимать;
12100,3,щипцы,Sacc,3,вынимать;
12101,4,из-за пазухи,из-за + Sgen,2,вынимать;
12102,3,сумму,Sacc,3,вынимать;
12103,4,из кошелька,из + Sgen,2,вынимать;
12104,1,Один,APROnom,1,вынимать;
12105,3,рукопись,Sacc,3,вынимать;
12106,4,из / руки,из + Sgen,2,вынимать;
12107,4,из кобуры,из + Sgen,2,вынимать;
12108,1,дедушка,Snom,1,вынимать;
12109,4,из петли,из + Sgen,2,вынимать;
12110,1,повар,Snom,1,вынимать;
12111,3,ломтя,Sacc,3,вынимать;
12113,3,человека,Sacc,3,вынимать;
12114,4,из обращения,из + Sgen,2,вынимать;
12115,1,Елена,Snom,1,вынимать;
12116,3,банку,Sacc,3,вынимать;
12117,4,из холодильника,из + Sgen,2,вынимать;
12118,3,футляр,Sacc,3,вынимать;
12119,4,из сейфа,из + Sgen,2,вынимать;
12120,3,косточки,Sacc,3,вынимать;
12121,4,из / чернослива,из + Sgen,2,вынимать;
12122,3,целину,Sacc,3,вынимать;
12123,1,Кистунов,Snom,1,вынимать;
12124,1,Фекла,Snom,1,вынимать;
12125,3,свечку,Sacc,3,вынимать;
12126,4,из фонаря,из + Sgen,2,вынимать;
12127,4,из печи,из + Sgen,2,вынимать;
12128,4,из воды,из + Sgen,2,вынимать;
12129,3,душу,Sacc,3,вынимать;
12130,4,из меня,из + SPROgen,2,вынимать;
12131,1,Рядчик,Snom,1,вынимать;
12132,3,кошелёк,Sacc,3,вынимать;
12133,4,из-под полы,из-под + Sgen,2,вынимать;
12134,1,Матрёна,Snom,1,вынимать;
12135,3,ребёнка,Sacc,3,вынимать;
12136,4,из корыта,из + Sgen,2,вынимать;
12137,1,Азазелло,Snom,1,вынимать;
12138,1,дух,SPROnom,1,вынимать;
12139,3,лампочку,Sacc,3,вынимать;
12140,4,из портфеля,из + Sgen,2,вынимать;
12141,1,она,SPROnom,1,вынимать;
12142,3,руку,Sacc,3,вынимать;
12143,4,из / муфты,из + Sgen,2,вынимать;
12144,3,Грамматику,Sacc,3,вынимать;
12146,3,молитву,Sacc,3,вынимать;
12147,4,из / существа,из + Sgen,2,вынимать;
12148,1,Зайчик,Snom,1,вынимать;
12149,3,башмачок,Sacc,3,вынимать;
12150,4,из / ларчика,из + Sgen,2,вынимать;
12151,1,Адольф,Snom,1,вынимать;
12152,1,Бахтинский,Snom,1,вынимать;
12154,4,из коляски,из + Sgen,2,вынимать;
12156,3,партнёров,NUMnom,1,вынудить;
12157,4,бороться,Vinf,2,вынудить;
12158,3,участников,ADV,1,вынудить;
12159,4,искать,Vinf,2,вынудить;
12160,3,дамы-игроки,Snom,1,вынудить;
12161,4,расталкивать,Vinf,2,вынудить;
12163,4,лечить,Vinf,2,вынудить;
12165,3,Юрий,Snom,1,вынудить;
12166,4,признать,Vinf,2,вынудить;
12167,3,чемпион,Snom,1,вынудить;
12168,4,уступить,Vinf,2,вынудить;
12169,3,Брэнды,Snom,1,вынудить;
12170,4,вести,Vinf,2,вынудить;
12171,3,ИТ-консультанты,Snom,1,вынудить;
12172,4,разрушать,Vinf,2,вынудить;
12173,4,констатировать,Vinf,2,вынудить;
12174,3,мы,SPROnom,1,вынудить;
12175,4,заниматься,Vinf,2,вынудить;
12176,1,отсутствие,Snom,1,вынудить;
12178,3,Бориса,Sacc,3,вынудить;
12179,4,вернуться,Vinf,2,вынудить;
12181,3,она,SPROnom,1,вынудить;
12182,4,покинуть,Vinf,2,вынудить;
12183,3,Они,SPROnom,1,вынудить;
12184,4,давать,Vinf,2,вынудить;
12185,3,киоскёры,Snom,1,вынудить;
12186,4,взбираться,Vinf,2,вынудить;
12187,3,компании,Snom,1,вынудить;
12188,4,реализовывать,Vinf,2,вынудить;
12189,3,издателей,Snom,1,вынудить;
12190,4,расходовать,Vinf,2,вынудить;
12191,1,разрыв,Snom,1,вынудить;
12193,3,его,SPROacc,3,вынудить;
12194,4,наращивать,Vinf,2,вынудить;
12195,1,Это,SPROnom,1,вынудить;
12196,4,пойти,Vinf,2,вынудить;
12197,1,Елена,Snom,1,вынужденный;
12199,3,терять,Vinf,2,вынужденный;
12200,1,регулятор,Snom,1,выпадать;
12202,1,сельхозугодий,NUMnom,1,выпадать;
12204,3,из оборота,из + Sgen,2,выпадать;
12206,3,из реальности,из + Sgen,2,выпадать;
12207,1,которые,APROnom,1,выпадать;
12209,3,из / канвы,из + Sgen,2,выпадать;
12210,1,он,SPROnom,1,выпадать;
12211,3,из сферы,из + Sgen,2,выпадать;
12212,1,галчонок,Snom,1,выпадать;
12214,3,гнезда,из + Sgen,2,выпадать;
12215,1,шляпка,Snom,1,выпадать;
12217,3,из / рук,из + Sgen,2,выпадать;
12218,1,материал,Snom,1,выпадать;
12219,3,из поля,из + Sgen,2,выпадать;
12220,1,трубка,Snom,1,выпадать;
12222,3,из рук,из + Sgen,2,выпадать;
12223,1,юбилеи,Snom,1,выпадать;
12225,3,срок,на + Sacc,2,выпадать;
12226,1,снег,Snom,1,выпадать;
12227,1,доходов,Snom,1,выпадать;
12230,1,Корее,Sdat,2,выпадать;
12231,3,роль,Snom,1,выпадать;
12232,1,вам,SPROdat,2,выпадать;
12233,3,фортуна,Snom,1,выпадать;
12234,1,на / долю,на + Sacc,2,выпадать;
12236,3,невзгоды,Snom,1,выпадать;
12237,1,которым,APROdat,2,выпадать;
12238,3,судьба,Snom,1,выпадать;
12240,3,хлопоты,Snom,1,выпадать;
12241,1,Саше,Sdat,2,выпадать;
12242,3,доля,Snom,1,выпадать;
12243,1,ему,SPROdat,2,выпадать;
12245,3,испытания,Snom,1,выпадать;
12246,3,переживания,Snom,1,выпадать;
12247,1,тому,SPROdat,2,выпадать;
12248,3,играть,Vinf,2,выпадать;
12249,1,редакторов,Sgen,1,выпадать;
12250,3,работа,Snom,1,выпадать;
12251,4,на долю,на + долю,2,выпадать;
12252,1,они,SPROnom,1,выпивать;
12255,1,я,SPROnom,1,выпивать;
12257,1,Мы,SPROnom,1,выпивать;
12259,1,Цыпин,Snom,1,выпивать;
12262,1,Василий,Snom,1,выпивать;
12264,1,он,SPROnom,1,выпивать;
12265,1,гастрономы,Snom,1,выпивать;
12266,1,люди,Snom,1,выпивать;
12268,1,Ты,SPROnom,1,выпивать;
12272,1,дед,Snom,1,выпивать;
12274,1,Ширвиндов,Snom,1,выпивать;
12275,1,кто,SPROnom,1,выпивать;
12277,1,Она,SPROnom,1,выпивать;
12278,1,Сагайдак,Snom,1,выпивать;
12279,1,отец,Snom,1,выпивать;
12280,1,старшой,Snom,1,выпивать;
12283,1,Ему,SPROdat,1,выпивать;
12284,1,Иванов,Snom,1,выпивать;
12285,1,профессионал,Snom,1,выпивать;
12286,1,Виктюк,Snom,1,выпивать;
12288,3,капель,NUMacc,2,выпивать;
12289,3,стакана,Sacc,2,выпивать;
12290,1,Линда,Snom,1,выпивать;
12292,3,коктейль,Sacc,2,выпивать;
12293,1,Христо,Snom,1,выпивать;
12294,3,чашки,Sacc,2,выпивать;
12295,1,Егор,Snom,1,выпивать;
12296,3,стаканчик,Sacc,2,выпивать;
12297,3,полубутылок,Sacc,2,выпивать;
12298,1,Зайка,Snom,1,выпивать;
12300,3,молочко,Sacc,2,выпивать;
12301,3,чай,Sacc,2,выпивать;
12302,1,Азазелло,Snom,1,выпивать;
12303,3,стопочку,Sacc,2,выпивать;
12304,3,её,SPROacc,2,выпивать;
12305,1,Он,SPROnom,1,выпивать;
12306,3,стакан,Sacc,2,выпивать;
12307,1,Абессаломов,Snom,1,выпивать;
12308,3,рюмки,NUMacc,2,выпивать;
12309,3,полбутылки,с + Sgen,2,выпивать;
12310,3,чашку,Sacc,2,выпивать;
12311,3,бутылочку,Sacc,2,выпивать;
12312,3,рюмочку,Sacc,2,выпивать;
12313,3,бокал,Sacc,2,выпивать;
12314,1,я,SPROnom,1,выпивать;
12315,3,ликёр,Sacc,2,выпивать;
12316,3,полстакана,Sacc,2,выпивать;
12317,1,Дугаев,Snom,1,выпивать;
12318,3,порцию,Sacc,2,выпивать;
12319,1,Дмитриев,Snom,1,выпивать;
12320,3,рюмки,Sacc,2,выпивать;
12321,3,кофе,Sacc,2,выпивать;
12322,1,Вы,SPROnom,1,выпивать;
12323,3,сок,Sacc,2,выпивать;
12324,3,вино,Sacc,2,выпивать;
12325,3,что,SPROacc,2,выпивать;
12326,3,чая,Sgen,2,выпивать;
12327,1,мы,SPROnom,1,выпивать;
12328,3,газировки,Sgen,2,выпивать;
12329,3,воды,Sgen,2,выпивать;
12330,3,соку,Sgen2,2,выпивать;
12331,3,чаю,Sgen2,2,выпивать;
12332,3,чашечку,Sacc,3,выпивать;
12333,1,Незнакомец,Snom,1,выпивать;
12335,1,Пушкин,Snom,1,выписать;
12336,3,эпиграф,Snom,1,выписать;
12337,4,из Э . Бёрка,из + Sgen,2,выписать;
"12338,5,""для """" Онегина """""",для + Sgen,2,выписать";
12339,6,враждебно,«CL»,2,выписать;
12341,3,двух,NUMacc,3,выписать;
12343,3,меня,SPROacc,3,выписать;
12344,1,они,SPROnom,1,выписать;
12345,1,имя,Snom,1,выписать;
12347,3,Дарью,Sacc,3,выписать;
12349,3,защитника,Sacc,3,выписать;
12350,3,Марусю,Sacc,3,выписать;
12351,3,его,SPROacc,3,выписать;
12352,3,Таню,Sacc,3,выписать;
12354,3,мужик,Snom,1,выписать;
12355,1,ты,SPROnom,1,выписать;
12357,3,её,SPROacc,3,выписать;
12358,1,доктором,Sins,2,выписать;
12359,3,кремом,Sins,1,выписать;
12360,1,я,SPROnom,1,выписать;
12362,3,лекарство,Sacc,3,выписать;
12363,1,Он,SPROnom,1,выписать;
12365,3,лекарства,Sacc,3,выписать;
12366,3,Соду,Sacc,3,выписать;
12367,3,ипекакуанку,Sacc,3,выписать;
12368,1,врач,Snom,1,выписать;
12369,3,антибиотик,Sacc,3,выписать;
12370,1,Ростислав,Snom,1,выписать;
12372,3,укол,Sacc,3,выписать;
12374,3,что,Sacc,3,выписать;
12375,1,Аньес,Snom,1,выписать;
12377,3,Жозе,Sacc,3,выписать;
12378,4,себе,SPROdat,2,выписать;
12379,3,два,NUMacc,3,выписать;
12380,4,Свечину,Sdat,2,выписать;
12381,1,начальничек,Snom,1,выписать;
12382,3,еды,Sgen,1,выписать;
12383,4,тебе,SPROdat,2,выписать;
12384,3,двадцать,NUMacc,3,выписать;
12385,3,себе,SPROdat,2,выписать;
12386,4,что-то,SPROacc,3,выписать;
12387,5,на лист,на + Sacc,2,выписать;
12388,3,ордер,Snom,1,выписать;
12389,4,на кого,на + SPROacc,2,выписать;
12391,3,Картины,Snom,1,выписать;
12393,3,место,Snom,1,выписать;
12394,1,У меня,у + SPROgen,2,выписать;
12396,3,длительности,Sacc,3,выписать;
12398,3,строк,Sgen,3,выписать;
12399,3,строк,Sgen,1,выписать;
12400,1,нам,SPROdat,1,выписать;
12401,3,мест,NUMacc,3,выписать;
12402,3,стишками,Sins,1,выписать;
12403,1,Кениг,Snom,1,выписать;
12405,3,монолог,Sacc,3,выписать;
"12406,4,""из """" Дуэли """""",из + Sgen,2,выписать";
12407,1,я,SPROnom,1,выписать;
12408,3,это,SPROacc,3,выписать;
12409,4,из / доклада,из + Sgen,2,выписать;
12410,3,протоколы,Sacc,3,выписать;
12411,4,из дела,из + Sgen,2,выписать;
12412,3,имена,Sacc,3,выписать;
12413,4,на бумажку,на + Sacc,2,выписать;
12414,1,художником,Sins,2,выписать;
12416,3,Вождь,Snom,1,выписать;
12417,3,арестовать,CL,2,выписать;
12419,3,номера,Sacc,3,выписать;
12420,1,композитором,Sins,2,выписать;
12422,3,рисунок,Sacc,3,выписать;
12424,3,Марфа,Snom,1,выписать;
12425,3,это,SPROnom,3,выписать;
12426,1,нами,SPROins,2,выписать;
12427,3,страниц,Sgen,1,выписать;
12428,3,строки,Sacc,3,выписать;
12429,1,Достоевским,Sins,2,выписать;
12430,3,лике,Sloc,1,выписать;
12431,1,врачи,Snom,1,выписать;
12433,3,мазь,Sacc,3,выписать;
12435,3,зарплату,Sacc,3,выписать;
12436,1,мегера-кассирша,Snom,1,выписать;
12437,3,квитанцию,Sacc,3,выписать;
12438,1,Коровьев,Snom,1,выписать;
12439,3,контрамарочку,Sacc,3,выписать;
12440,1,Леопольд,Snom,1,выписать;
12442,3,ордер,Snom,3,выписать;
12443,1,инспектор,Snom,1,выписать;
12444,3,номер,Sacc,3,выписать;
12446,3,двушка,Snom,3,выписать;
12447,1,стол,Snom,1,выписать;
12448,3,около десятка,около + Sgen,3,выписать;
12450,3,ордер,Sacc,3,выписать;
12451,3,командировку,Sacc,3,выписать;
12453,3,бюллетень,Sacc,3,выписать;
12454,1,Она,SPROnom,1,выписать;
12456,3,накладную,Sacc,3,выписать;
12457,3,полтинник,Sacc,3,выписать;
12458,3,Денег,Sgen,3,выписать;
12460,3,Пропуск,Sacc,3,выписать;
12461,3,повестка,Sacc,3,выписать;
12462,4,Вам,SPROdat,2,выписать;
12463,4,Нам,SPROdat,2,выписать;
12464,3,телефон,Snom,3,выписать;
12465,4,вас,SPROgen,2,выписать;
12466,3,гонорар,Sacc,3,выписать;
12467,4,Ему,SPROdat,2,выписать;
12468,1,королём,Sdat,2,выписать;
12469,3,мох,Snom,1,выписать;
12470,4,из / стран,из + Sgen,2,выписать;
12471,1,он,SPROnom,1,выписать;
12472,3,Статую,Sacc,3,выписать;
12473,4,из Москвы,из + Sgen,2,выписать;
12474,1,Гребенщиков,Snom,1,выписать;
12475,3,жену,Sacc,3,выписать;
12476,4,из Белграда,из + Sgen,2,выписать;
12477,3,его,SPROacc,3,выписать;
12478,4,из Чернигова,из + Sgen,2,выписать;
12479,3,семью,Sacc,3,выписать;
12480,4,из Ферганы,из + Sgen,2,выписать;
12481,3,Михаил,Snom,1,выписать;
12482,4,из Казани,из + Sgen,2,выписать;
12483,1,ты,SPROnom,1,выписать;
12484,3,меня,SPROacc,3,выписать;
12485,4,сюда,ADVPRO,2,выписать;
12486,3,парикмахеров,Sacc,3,выписать;
12487,3,папу,Sacc,3,выписать;
12488,4,к себе,к + SPROdat,2,выписать;
12489,1,Я,SPROnom,1,выписать;
12490,3,Елену,Sacc,3,выписать;
12491,1,он,SPROnom,1,выписать;
12492,3,вас,SPROacc,3,выписать;
12493,3,её,SPROacc,3,выписать;
12494,4,в Петербург,в + Sacc,2,выписать;
12495,1,мастер,Snom,1,выписать;
12496,4,В Москву,в + Sacc,2,выписать;
12497,4,отсюда,ADVPRO,2,выписать;
12498,3,кого-то,SPROacc,3,выписать;
12499,3,Она,SPROnom,3,выписать;
12500,4,квартиры,из + Sgen,2,выписать;
12501,3,Крымова,Sacc,3,выписать;
12502,4,из госпиталя,из + Sgen,2,выписать;
12503,3,тебя,SPROacc,3,выписать;
12504,4,из больницы,из + Sgen,2,выписать;
12505,3,женщину,Sacc,3,выписать;
12506,3,немец,Snom,1,выписать;
12507,1,в милиции,в + Sloc,1,выписать;
12508,4,со Стромынки,с + Sgen,2,выписать;
12509,1,Фёдор,Snom,1,выписать;
12510,3,гражданина,Sacc,3,выписать;
12511,4,в город,в + Sacc,2,выписать;
12512,3,Марусю,Sacc,3,выписать;
12513,4,на пересылку,на + Sacc,2,выписать;
12514,3,их,SPROacc,3,выписать;
12515,4,себе,SPROdat,2,выписать;
12516,3,свидетельство,Sacc,3,выписать;
12517,4,новобрачным,Sdat,2,выписать;
12518,5,на / бумаге,на + Sloc,2,выписать;
12519,1,прораб,Snom,1,выписать;
12520,3,досок,Sgen,2,выписать;
12521,4,на это,на + SPROacc,2,выписать;
12522,1,Мы,SPROnom,1,выпить;
12524,3,по / бокалу,по + Sdat,2,выпить;
12525,1,разведчики,Snom,1,выпить;
12526,3,по чарке,по + Sdat,2,выпить;
12527,1,они,SPROnom,1,выпить;
12528,3,по / рюмашки,по + Sdat,2,выпить;
12529,1,люди,Snom,1,выпить;
12531,1,Мы,SPROnom,1,выпить;
12532,3,по стакану,по + Sdat,2,выпить;
12533,3,по / рюмок,по + Sdat,2,выпить;
12534,1,он,SPROnom,1,выпить;
12536,3,из пузырька,из + Sgen,2,выпить;
12537,4,что-то,SPROacc,2,выпить;
12538,1,Добронрав,Snom,1,выпить;
12539,3,за / здоровье,за + Sacc,2,выпить;
12540,1,я,SPROnom,1,выпить;
12542,3,за тебя,за + SPROacc,2,выпить;
12543,1,Изабелла,Snom,1,выпить;
12545,3,содержимое,Sacc,3,выпить;
12546,4,до дна,до + дна,2,выпить;
12548,3,лишнее,лишнее,2,выпить;
12549,1,школа,Snom,1,выпить;
12550,3,у подопечных,у + Sgen,2,выпить;
12551,4,крови,крови,2,выпить;
12552,1,она,SPROnom,1,выпить;
12555,1,Буддо,Snom,1,выпить;
12556,1,народ,Snom,1,выпить;
12558,3,ракию,Sacc,3,выпить;
12560,3,чай,Sacc,3,выпить;
12561,1,Мы,SPROnom,1,выпить;
12562,3,hot-drink,Sacc,3,выпить;
12564,3,белое,Sacc,3,выпить;
12566,3,хванчкару,Sacc,3,выпить;
12567,3,пива,Sgen,3,выпить;
12568,3,шампанское,Sacc,3,выпить;
12569,1,мы,SPROnom,1,выпить;
12571,3,Водку,Sacc,3,выпить;
12572,1,он,SPROnom,1,выпить;
12574,3,пива,Sgen,2,выпить;
12576,3,водки,Sgen,2,выпить;
12577,1,Иван,Snom,1,выпить;
12579,3,за / здоровье,за + Sacc,2,выпить;
12580,3,энергию,Sacc,1,вырабатывать;
12581,3,энергии,Sgen,1,вырабатывать;
12582,1,землекопов,Sgen,1,вырабатывать;
12583,3,125%,Sacc,3,вырабатывать;
12584,3,фарша,Sgen,1,вырабатывать;
12585,1,заводам,Sdat,1,вырабатывать;
12586,3,продукции,до + NUMgen,2,вырабатывать;
12587,1,мясокомбинат,Snom,1,вырабатывать;
12589,3,продукции,Sgen,1,вырабатывать;
12590,1,предприятиями,Sins,2,вырабатывать;
12591,3,продукцию,Sacc,1,вырабатывать;
12593,3,изделия,Sacc,3,вырабатывать;
12594,1,Спруты,Snom,1,вырабатывать;
12596,3,чернила,Sacc,3,вырабатывать;
12597,1,снижение,Snom,1,вырабатывать;
12599,3,электроэнергии,NUMacc,3,вырабатывать;
12600,3,продукции,Sgen,1,вырабатывать;
12601,3,полуфабрикаты,Sacc,3,вырабатывать;
12602,4,Из / мяса,из + Sgen,2,вырабатывать;
12603,4,из мяса,из + Sgen,2,вырабатывать;
12604,1,ты,SPROnom,1,вырабатывать;
12606,3,трудодней,Sacc,3,вырабатывать;
12607,3,стратегию,Sacc,3,вырабатывать;
12609,3,правила,Snom,1,вырабатывать;
12610,3,регламенты,Sacc,3,вырабатывать;
12611,3,цели,Sacc,3,вырабатывать;
12612,1,богословам,Sdat,1,вырабатывать;
12613,3,базу,Sacc,3,вырабатывать;
12614,3,акты,Sacc,3,вырабатывать;
12615,1,сообществом,Sins,2,вырабатывать;
12616,3,принципы,Sacc,1,вырабатывать;
12617,3,модель,Sacc,1,вырабатывать;
12619,3,критерии,Snom,1,вырабатывать;
12621,3,схема-график,Snom,1,вырабатывать;
12622,1,ассамблея,Snom,1,вырабатывать;
12624,3,обращение,Sacc,3,вырабатывать;
12625,1,Правительство,Snom,1,вырабатывать;
12627,3,стандарт,Sacc,3,вырабатывать;
12628,1,общество,Snom,1,вырабатывать;
12629,3,религию,Sacc,3,вырабатывать;
12630,3,формы,Sacc,3,вырабатывать;
12632,3,принципы,Snom,1,вырабатывать;
12633,1,которой,APROdat,1,вырабатывать;
12634,3,формулу,Sacc,3,вырабатывать;
12635,3,предложения,Sacc,3,вырабатывать;
12636,1,Военные,Snom,1,вырабатывать;
12637,3,механизм,Sacc,3,вырабатывать;
12638,3,ее,SPROacc,3,вырабатывать;
12639,1,она,SPROnom,1,вырабатывать;
12640,3,механизмы,Sacc,3,вырабатывать;
12641,1,мы,SPROnom,1,вырабатывать;
12644,3,нормы,Sacc,3,вырабатывать;
12645,1,цивилизация,Snom,1,вырабатывать;
12647,3,отношение,Sacc,3,вырабатывать;
12648,1,мы,SPROnom,1,вырабатывать;
12650,3,язык,Sacc,3,вырабатывать;
12651,3,идею,Sacc,3,вырабатывать;
12652,3,модель,Snom,1,вырабатывать;
12653,1,Десятилетие,Snom,1,вырабатывать;
12654,3,правил,NUMacc,3,вырабатывать;
12655,1,которые,APROnom,1,вырабатывать;
12656,3,план,Sacc,3,вырабатывать;
12657,3,позицию,Sacc,3,вырабатывать;
12658,3,модель,Sacc,3,вырабатывать;
12659,3,политику,Sacc,3,вырабатывать;
12660,1,командующий,Snom,1,вырабатывать;
12662,3,решение,Sacc,3,вырабатывать;
12663,3,позитивного,Aacc,1,вырабатывать;
12664,1,детям,Sdat,2,вырабатывать;
12665,3,правило,Sacc,3,вырабатывать;
12666,3,схему,Sacc,3,вырабатывать;
12668,3,политика,Snom,1,вырабатывать;
12669,3,подходы,Sacc,3,вырабатывать;
12670,3,что-то,SPROacc,3,вырабатывать;
12671,3,позиция,Snom,1,вырабатывать;
12672,1,тип,Snom,1,вырабатывать;
12674,1,Логинов,Snom,1,вырабатывать;
12675,3,дикцию,Sacc,3,вырабатывать;
12676,1,пирамидка,Snom,1,вырабатывать;
12677,3,терпение,Sacc,3,вырабатывать;
12678,1,у них,у + SPROgen,1,вырабатывать;
12680,3,ценностей,Sgen,2,вырабатывать;
12681,3,системного,Agen,2,вырабатывать;
12682,1,воспитанием,Sins,2,вырабатывать;
12683,3,запреты,Snom,1,вырабатывать;
12684,1,ты,SPROnom,1,вырабатывать;
12685,3,которые,APROacc,3,вырабатывать;
12686,1,ей,SPROins,2,вырабатывать;
12687,3,сексопильность,Sacc,1,вырабатывать;
12688,1,люди,Snom,1,вырабатывать;
12689,3,способность,Sacc,3,вырабатывать;
12690,1,Он,SPROnom,1,вырабатывать;
12691,3,спецманеру,Sacc,3,вырабатывать;
12692,1,у меня,у + SPROgen,1,вырабатывать;
12693,3,тембр,Sacc,3,вырабатывать;
12694,3,приспособления,Snom,1,вырабатывать;
12695,1,Зудов,Snom,1,вырабатывать;
12696,3,стиль,Sacc,3,вырабатывать;
12697,1,силовики,Snom,1,вырабатывать;
12698,3,приемы,Sacc,3,вырабатывать;
12699,3,ватт,Sacc,3,вырабатывать;
12700,1,Жизнь,Snom,1,вырабатывать;
12701,3,умения,Sacc,3,вырабатывать;
12702,1,рутиной,Sins,2,вырабатывать;
12703,3,инстинкт,Snom,1,вырабатывать;
12704,3,стереотипы,Snom,1,вырабатывать;
12705,3,пространство,Sacc,1,вырабатывать;
12707,3,пространства,Sgen,1,вырабатывать;
12708,3,пространстве,Sloc,1,вырабатывать;
12709,3,руды,Snom,1,вырабатывать;
12710,3,пространства,Sacc,1,вырабатывать;
12711,3,месторождение,Snom,1,вырабатывать;
12712,3,карьера,Sgen,1,вырабатывать;
12713,3,Топливо,Sacc,3,вырабатывать;
12714,3,гормонам,Sdat,1,вырабатывать;
12715,1,механизм,Snom,1,вырабатывать;
12716,3,озон,Sacc,3,вырабатывать;
12717,1,они,SPROnom,1,вырабатывать;
12718,3,инсулин,Sacc,3,вырабатывать;
12719,1,клетки,Snom,1,вырабатывать;
12720,3,lgА-антитела,Sacc,3,вырабатывать;
12721,1,клетками,Sins,2,вырабатывать;
12722,3,ИФН,Sacc,1,вырабатывать;
12723,1,яичниками,Sins,2,вырабатывать;
12724,3,гормонов,Sgen,1,вырабатывать;
12725,1,организм,Snom,1,вырабатывать;
12726,3,вещество,Sacc,3,вырабатывать;
12727,1,оборудования,Snom,1,вырабатывать;
12729,3,ресурс,Sacc,3,вырабатывать;
12730,1,корабль,Snom,1,вырабатывать;
12732,3,понятия,Snom,1,вырабатывать;
12733,4,в математике,в + Sloc,2,вырабатывать;
12734,1,практикой,Sins,2,вырабатывать;
12735,3,правоположения,Sacc,1,вырабатывать;
12736,1,наукой,Sins,2,вырабатывать;
12737,3,обозначений,Sgen,1,вырабатывать;
12738,1,он,SPROnom,1,вырабатывать;
12740,1,которая,APROnom,1,вырабатывать;
12742,3,сигналы,Sacc,3,вырабатывать;
12743,1,слез,Sgen,3,вырабатываться;
12745,3,около / литра,около + NUMgen,2,вырабатываться;
12746,1,энергия,Snom,1,вырабатываться;
12747,1,гелий,Snom,1,вырабатываться;
12749,1,предложения,Snom,1,вырабатываться;
12750,1,привычка,Snom,1,вырабатываться;
12751,1,язык,Snom,1,вырабатываться;
12752,1,Стиль,Snom,1,вырабатываться;
12753,1,механизмы,Snom,1,вырабатываться;
12754,1,ГОСТы,Snom,1,вырабатываться;
12755,1,политика,Snom,1,вырабатываться;
12756,1,консервы,Snom,1,вырабатываться;
12757,3,из / сырья,из + Sgen,2,вырабатываться;
12758,1,гормоны,Snom,1,вырабатываться;
12759,3,в организме,в + Sloc,2,вырабатываться;
12760,1,формы,Snom,1,вырабатываться;
12762,3,в / культуре,в + Sloc,2,вырабатываться;
12763,1,Он,SPROnom,1,вырабатываться;
12764,3,в верхушке,в + Sloc,2,вырабатываться;
12765,1,рефлекс,Snom,1,вырабатываться;
12767,3,во мне,в + SPROloc,2,вырабатываться;
12768,1,единомыслие,Snom,1,вырабатываться;
12770,3,в / спорах,в + Sloc,2,вырабатываться;
12771,1,млн,Snom,1,вырабатываться;
12772,3,в стране,в + Sloc,2,вырабатываться;
12773,1,Таня,Snom,1,выражать;
12775,3,ощущение,Sacc,3,выражать;
12776,1,Валюн,Snom,1,выражать;
12778,3,эмоций,Sgen,2,выражать;
12779,1,я,SPROnom,1,выражать;
12781,3,их,SPROacc,3,выражать;
12782,1,мать,Snom,1,выражать;
12783,3,соболезнование,Sacc,3,выражать;
12784,1,патриарх,Snom,1,выражать;
12786,3,поддержку,Sacc,3,выражать;
12787,1,он,SPROnom,1,выражать;
12789,3,то,CL,3,выражать;
12790,1,Лагарпов,Snom,1,выражать;
12791,3,желание,Sacc,3,выражать;
12792,3,склонностью,Sins,1,выражать;
12793,1,художник,Snom,1,выражать;
12794,3,его,SPROacc,3,выражать;
12795,1,Путин,Snom,1,выражать;
12796,3,надежду,Sacc,3,выражать;
12797,1,он,SPROnom,1,выражать;
